title,location,industry,skills,skill_categories,description,min_salary,max_salary,med_salary
Senior Quality Assurance Engineer,Seattle,Manufacturing,"['Business Development', 'Retail Sales', 'Real Estate Law', 'Clinical Trials']","['Healthcare', 'Business']","Join our growing Manufacturing company as a Senior Quality Assurance Engineer. Required technical skills: Business Development, Retail Sales, Real Estate Law and Clinical Trials. Position located in Seattle with excellent benefits. Expert knowledge of Healthcare and Business is required.",161737.24,251944.13,206840.685
Mid Level Customer Success Manager,San Francisco,Transportation,"['Agile Methodologies', 'Scrum', 'Project Management']",['Product & Management'],"We are seeking a Mid Level Customer Success Manager to join our Transportation team. The ideal candidate will have experience with Agile Methodologies, Scrum and Project Management. This position is based in San Francisco and offers competitive compensation. Expert knowledge of Product & Management is required.",115009.0,176682.69,145845.845
Mid Level Sales Manager,Austin,Hospitality,"['Supply Chain Management', 'Marketing Strategy', 'Business Development', 'Real Estate Law', 'Retail Sales']","['Operations', 'Business']","Exciting opportunity for a Mid Level Sales Manager in Austin. Our Hospitality division is expanding and needs someone skilled in Supply Chain Management, Marketing Strategy, Business Development, Real Estate Law and Retail Sales. Competitive salary and comprehensive benefits package. Expert knowledge of Operations and Business is required.",82210.89,124821.69,103516.29000000001
Executive Marketing Specialist,New York,Hospitality,"['React', 'Docker', 'Node.js', 'Clinical Trials']","['Software Engineering', 'Healthcare']","We are seeking a Executive Marketing Specialist to join our Hospitality team. The ideal candidate will have experience with React, Docker, Node.js and Clinical Trials. This position is based in New York and offers competitive compensation. Expert knowledge of Software Engineering and Healthcare is required.",278955.09,484902.97,381929.03
Mid Level Project Manager,San Francisco,Real Estate,"['Python', 'React', 'Investment Banking', 'UI Design', 'Java']","['Software Engineering', 'Design', 'Finance']","Join our growing Real Estate company as a Mid Level Project Manager. Required technical skills: Python, React, Investment Banking, UI Design and Java. Position located in San Francisco with excellent benefits. Strong background in Software Engineering and Design and Finance is essential.",140212.36,206679.17,173445.765
Entry Level Software Engineer,San Francisco,Consulting,"['Data Analysis', 'Machine Learning', 'UX Design']","['Data & AI', 'Design']","Exciting opportunity for a Entry Level Software Engineer in San Francisco. Our Consulting division is expanding and needs someone skilled in Data Analysis, Machine Learning and UX Design. Competitive salary and comprehensive benefits package. Expert knowledge of Data & AI and Design is required.",105662.19,168611.56,137136.875
Mid Level Customer Success Manager,Chicago,Technology,"['Supply Chain Management', 'Transportation Planning', 'Data Analysis', 'EHR Systems', 'Healthcare IT', 'Business Development']","['Data & AI', 'Healthcare', 'Operations', 'Business']","Join our growing Technology company as a Mid Level Customer Success Manager. Required technical skills: Supply Chain Management, Transportation Planning, Data Analysis, EHR Systems, Healthcare IT and Business Development. Position located in Chicago with excellent benefits. This role focuses on Data & AI and Healthcare and Operations and Business skills.",159840.85,252703.69,206272.27000000002
Entry Level Sales Manager,Chicago,Healthcare,"['Logistics', 'Manufacturing Processes', 'Transportation Planning', 'Supply Chain Management']",['Operations'],"We are seeking a Entry Level Sales Manager to join our Healthcare team. The ideal candidate will have experience with Logistics, Manufacturing Processes, Transportation Planning and Supply Chain Management. This position is based in Chicago and offers competitive compensation. Expert knowledge of Operations is required.",65133.59,100234.44,82684.015
Executive Operations Manager,New York,Consulting,"['Equity Research', 'UX Design', 'SQL', 'Retail Sales', 'Machine Learning']","['Software Engineering', 'Data & AI', 'Design', 'Finance', 'Business']","Exciting opportunity for a Executive Operations Manager in New York. Our Consulting division is expanding and needs someone skilled in Equity Research, UX Design, SQL, Retail Sales and Machine Learning. Competitive salary and comprehensive benefits package. Expert knowledge of Software Engineering and Data & AI and Design and Finance and Business is required.",399697.42,684904.0,542300.71
Mid Level HR Generalist,Austin,Manufacturing,"['Node.js', 'Python', 'React', 'AWS']",['Software Engineering'],"Join our growing Manufacturing company as a Mid Level HR Generalist. Required technical skills: Node.js, Python, React and AWS. Position located in Austin with excellent benefits. This role focuses on Software Engineering skills.",105545.54,157103.52,131324.53
Senior Software Engineer,Austin,Technology,"['Clinical Trials', 'EHR Systems', 'Real Estate Law', 'Business Development', 'Marketing Strategy']","['Healthcare', 'Business']","Join our growing Technology company as a Senior Software Engineer. Required technical skills: Clinical Trials, EHR Systems, Real Estate Law, Business Development and Marketing Strategy. Position located in Austin with excellent benefits. Strong background in Healthcare and Business is essential.",190722.93,282333.05,236527.99
Lead Software Engineer,New York,Real Estate,"['Investment Banking', 'Kanban', 'Equity Research', 'EHR Systems', 'Financial Modeling']","['Product & Management', 'Finance', 'Healthcare']","Join our growing Real Estate company as a Lead Software Engineer. Required technical skills: Investment Banking, Kanban, Equity Research, EHR Systems and Financial Modeling. Position located in New York with excellent benefits. Expert knowledge of Product & Management and Finance and Healthcare is required.",239076.69,349827.81,294452.25
Mid Level UX Designer,New York,Finance,"['Marketing Strategy', 'UX Design', 'Risk Management']","['Product & Management', 'Design', 'Business']","Exciting opportunity for a Mid Level UX Designer in New York. Our Finance division is expanding and needs someone skilled in Marketing Strategy, UX Design and Risk Management. Competitive salary and comprehensive benefits package. This role focuses on Product & Management and Design and Business skills.",140762.82,210112.99,175437.905
Senior Software Engineer,Austin,Hospitality,"['Node.js', 'Risk Management', 'Python', 'Kanban', 'Marketing Strategy', 'SQL']","['Software Engineering', 'Product & Management', 'Business']","Join our growing Hospitality company as a Senior Software Engineer. Required technical skills: Node.js, Risk Management, Python, Kanban, Marketing Strategy and SQL. Position located in Austin with excellent benefits. Strong background in Software Engineering and Product & Management and Business is essential.",157512.45,229122.91,193317.68
Lead UX Designer,Chicago,Education,"['EHR Systems', 'UX Design', 'Healthcare IT', 'UI Design']","['Design', 'Healthcare']","Exciting opportunity for a Lead UX Designer in Chicago. Our Education division is expanding and needs someone skilled in EHR Systems, UX Design, Healthcare IT and UI Design. Competitive salary and comprehensive benefits package. This role focuses on Design and Healthcare skills.",167293.19,227181.13,197237.16
Senior UX Designer,Austin,Real Estate,"['Financial Modeling', 'Transportation Planning', 'Equity Research', 'Manufacturing Processes', 'Logistics', 'Supply Chain Management']","['Finance', 'Operations']","Join our growing Real Estate company as a Senior UX Designer. Required technical skills: Financial Modeling, Transportation Planning, Equity Research, Manufacturing Processes, Logistics and Supply Chain Management. Position located in Austin with excellent benefits. Strong background in Finance and Operations is essential.",156091.78,244323.12,200207.45
Executive Project Manager,Austin,Finance,"['Kanban', 'Investment Banking', 'Financial Modeling', 'Agile Methodologies']","['Product & Management', 'Finance']","Exciting opportunity for a Executive Project Manager in Austin. Our Finance division is expanding and needs someone skilled in Kanban, Investment Banking, Financial Modeling and Agile Methodologies. Competitive salary and comprehensive benefits package. Expert knowledge of Product & Management and Finance is required.",304110.38,515816.95,409963.66500000004
Lead Data Scientist,New York,Finance,"['Clinical Trials', 'UX Design', 'UI Design']","['Design', 'Healthcare']","Join our growing Finance company as a Lead Data Scientist. Required technical skills: Clinical Trials, UX Design and UI Design. Position located in New York with excellent benefits. Strong background in Design and Healthcare is essential.",241900.17,372227.7,307063.935
